service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
98,1,1,1,1,1,0,0,20120701,20120710
99,1,1,1,1,1,0,0,20120711,20120727
100,1,1,1,1,1,0,0,20120730,20120929
101,0,0,0,0,0,0,1,20120701,20120727
102,1,1,1,1,1,0,0,20120709,20120726
103,1,1,1,1,1,0,0,20120727,20120727
104,1,1,1,1,1,0,0,20120730,20120930
105,0,0,0,0,0,1,0,20120709,20120727
106,0,0,0,0,0,1,0,20120728,20120729
107,0,0,0,0,0,1,0,20120730,20120930
108,0,0,0,0,0,0,1,20120705,20120708
109,0,0,0,0,0,0,1,20120709,20120727
110,0,0,0,0,0,0,1,20120729,20120729
111,0,0,0,0,0,0,1,20120730,20120930
112,1,1,1,1,1,0,0,20120711,20120722
113,1,1,1,1,1,0,0,20120723,20120729
114,1,1,1,1,1,0,0,20120712,20120727
115,0,0,0,0,0,1,1,20120705,20120708
116,1,1,1,1,1,0,0,20120711,20120724
117,0,0,0,0,0,1,0,20120701,20120710
118,0,0,0,0,0,1,0,20120711,20120724
119,0,0,0,0,0,1,0,20120725,20120831
120,0,0,0,0,0,0,1,20120701,20120710
121,0,0,0,0,0,0,1,20120711,20120724
122,0,0,0,0,0,0,1,20120725,20120831
123,0,0,0,0,0,0,1,20120722,20120728
124,1,1,1,1,1,0,0,20120701,20120705
125,1,1,1,1,1,0,0,20120707,20120709
126,1,1,1,1,1,0,0,20120710,20120831
127,0,0,0,0,0,1,0,20120707,20120831
128,0,0,0,0,0,0,1,20120701,20120705
129,0,0,0,0,0,0,1,20120707,20120831
130,1,1,1,1,1,0,0,20120730,20120902
131,0,0,0,0,0,1,0,20120730,20120902
132,0,0,0,0,0,0,1,20120728,20120729
133,0,0,0,0,0,0,1,20120730,20120902
134,1,1,1,1,1,0,0,20120712,20120929
135,0,0,0,0,0,1,0,20120701,20120711
136,0,0,0,0,0,0,1,20120701,20120711
137,0,0,0,0,0,0,1,20120722,20120929
138,1,1,1,1,1,0,0,20120701,20120930
139,0,0,0,0,0,1,0,20120701,20120930
140,0,0,0,0,0,0,1,20120701,20120930
141,1,1,1,1,1,0,0,20120723,20120724
142,1,1,1,1,1,0,0,20120725,20120729
143,0,0,0,0,0,1,0,20120701,20120930
144,0,0,0,0,0,0,1,20120701,20120930
145,0,0,0,0,0,1,0,20120701,20120830
146,0,0,0,0,0,0,1,20120701,20120830
147,1,1,1,1,1,0,0,20120701,20120930
148,0,0,0,0,0,1,0,20120701,20120930
149,0,0,0,0,0,0,1,20120701,20120930
150,1,1,1,1,1,0,0,20120712,20120726
151,1,1,1,1,1,0,0,20120701,20120729
152,1,1,1,1,1,0,0,20120730,20120831
153,0,0,0,0,0,1,0,20120730,20120831
154,0,0,0,0,0,0,1,20120730,20120831
155,0,0,0,0,0,1,1,20120701,20120831
156,1,1,1,1,1,0,0,20120701,20120930
157,0,0,0,0,0,1,0,20120701,20120930
158,0,0,0,0,0,0,1,20120701,20120930
159,0,0,0,0,0,1,1,20120701,20120830
160,1,1,1,1,1,0,0,20120701,20120715
161,1,1,1,1,1,0,0,20120716,20120929
162,1,1,1,1,1,0,0,20120701,20120727
163,0,0,0,0,0,0,1,20120728,20120929
164,1,1,1,1,1,0,0,20120701,20120930
165,0,0,0,0,0,1,0,20120701,20120930
166,0,0,0,0,0,0,1,20120701,20120930
167,1,1,1,1,1,0,0,20120710,20120724
168,0,0,0,0,0,1,0,20120709,20120929
169,0,0,0,0,0,0,1,20120709,20120728
170,1,1,1,1,1,0,0,20120701,20120930
171,0,0,0,0,0,1,0,20120701,20120930
172,0,0,0,0,0,0,1,20120701,20120930
173,1,1,1,1,1,0,0,20120730,20120810
174,0,0,0,0,0,1,0,20120730,20120810
175,0,0,0,0,0,0,1,20120730,20120810
176,1,1,1,1,1,0,0,20120701,20120720
177,1,1,1,1,1,0,0,20120721,20120929
178,0,0,0,0,0,1,0,20120701,20120720
179,0,0,0,0,0,1,0,20120721,20120929
180,0,0,0,0,0,0,1,20120701,20120720
181,0,0,0,0,0,0,1,20120721,20120929
182,1,1,1,1,1,0,0,20120701,20120930
183,0,0,0,0,0,1,1,20120701,20120930
184,1,1,1,1,1,0,0,20120710,20120907
185,0,0,0,0,0,1,0,20120707,20120907
186,0,0,0,0,0,0,1,20120707,20120907
187,0,0,0,0,0,1,0,20120707,20120709
188,0,0,0,0,0,0,1,20120707,20120709
189,1,1,1,1,1,0,0,20120701,20120930
190,0,0,0,0,0,1,0,20120701,20120930
191,0,0,0,0,0,0,1,20120701,20120930
192,1,1,1,1,1,0,0,20120701,20120930
193,0,0,0,0,0,1,1,20120701,20120930
194,1,1,1,1,1,0,0,20120701,20120930
195,0,0,0,0,0,1,0,20120701,20120930
196,0,0,0,0,0,0,1,20120701,20120930
197,1,1,1,1,1,0,0,20120701,20120929
198,0,0,0,0,0,1,0,20120701,20120929
199,0,0,0,0,0,0,1,20120701,20120929
200,0,0,0,0,0,1,1,20120712,20120727
201,0,0,0,0,0,1,1,20120701,20120930
202,1,1,1,1,1,0,0,20120701,20120722
203,1,1,1,1,1,0,0,20120701,20120930
204,0,0,0,0,0,1,0,20120701,20120930
205,0,0,0,0,0,0,1,20120729,20120930
206,1,1,1,1,1,0,0,20120701,20120930
207,0,0,0,0,0,1,1,20120701,20120930
208,1,1,1,1,1,1,1,20120701,20120929
209,1,1,1,1,1,0,0,20120701,20120919
210,0,0,0,0,0,1,0,20120701,20120919
211,0,0,0,0,0,0,1,20120701,20120919
212,1,1,1,1,1,0,0,20120730,20120930
213,0,0,0,0,0,1,0,20120730,20120930
214,0,0,0,0,0,0,1,20120730,20120930
215,1,1,1,1,0,0,0,20120701,20120704
216,1,1,1,1,0,0,0,20120709,20120727
217,1,1,1,1,0,0,0,20120730,20120930
218,0,0,0,0,1,0,0,20120713,20120727
219,0,0,0,0,1,0,0,20120730,20120930
220,1,1,1,1,1,0,0,20120701,20120930
221,1,1,1,1,1,0,0,20120716,20120726
222,1,1,1,1,1,0,0,20120727,20120804
223,0,0,0,0,0,1,1,20120701,20120715
224,0,0,0,0,0,1,1,20120721,20120726
225,0,0,0,0,0,1,1,20120728,20120804
226,1,1,1,1,0,0,0,20120701,20120929
227,0,0,0,0,1,0,0,20120701,20120929
228,1,1,1,1,1,0,0,20120723,20120930
229,0,0,0,0,0,1,0,20120721,20120930
230,0,0,0,0,0,0,1,20120722,20120930
231,1,1,1,1,1,0,0,20120712,20120930
232,0,0,0,0,0,1,0,20120728,20120930
233,0,0,0,0,0,0,1,20120729,20120930
234,1,1,1,1,1,0,0,20120730,20120930
235,0,0,0,0,0,1,0,20120728,20120930
236,0,0,0,0,0,0,1,20120729,20120930
237,1,1,1,1,1,0,0,20120701,20120930
238,0,0,0,0,0,1,0,20120701,20120930
239,0,0,0,0,0,0,1,20120701,20120930
240,0,0,0,0,0,1,0,20120707,20120929
241,0,0,0,0,0,1,0,20120714,20120929
242,0,0,0,0,0,0,1,20120715,20120929
243,1,1,1,1,1,0,0,20120701,20120930
244,0,0,0,0,0,1,0,20120701,20120930
245,0,0,0,0,0,0,1,20120701,20120930
246,1,1,1,1,1,0,0,20120712,20120804
247,0,0,0,0,0,1,0,20120714,20120804
248,0,0,0,0,0,0,1,20120729,20120804
249,1,1,1,1,1,0,0,20120712,20120831
250,0,0,0,0,0,0,1,20120722,20120831
251,1,1,1,1,1,0,0,20120701,20120930
252,0,0,0,0,0,1,0,20120701,20120930
253,0,0,0,0,0,0,1,20120701,20120930
254,1,1,1,1,1,0,0,20120701,20120918
255,1,1,1,1,1,0,0,20120727,20120930
256,0,0,0,0,0,1,0,20120712,20120727
257,0,0,0,0,0,1,0,20120728,20120930
258,0,0,0,0,0,0,1,20120701,20120708
259,0,0,0,0,0,0,1,20120712,20120728
260,0,0,0,0,0,0,1,20120729,20120930
261,1,1,1,1,1,0,0,20120701,20120930
262,1,1,1,1,1,0,0,20120701,20120930
263,1,1,1,1,1,0,0,20120701,20120930
264,1,1,1,1,1,0,0,20120701,20120930
265,1,1,1,1,1,0,0,20120727,20120930
266,0,0,0,0,0,1,1,20120701,20120720
267,0,0,0,0,0,1,1,20120721,20120727
268,0,0,0,0,0,1,1,20120728,20120930
269,0,0,0,0,0,1,1,20120705,20120705
270,0,0,0,0,0,1,1,20120706,20120707
271,0,0,0,0,0,1,1,20120708,20120709
272,1,1,1,1,1,1,1,20120701,20120704
273,1,1,1,1,1,1,1,20120705,20120708
274,1,1,1,1,1,1,1,20120709,20120711
275,1,1,1,1,1,1,1,20120712,20120727
276,1,1,1,1,1,1,1,20120728,20120729
277,1,1,1,1,1,1,1,20120730,20120916
278,1,1,1,1,1,0,0,20120701,20120930
279,0,0,0,0,0,1,0,20120701,20120930
280,0,0,0,0,0,0,1,20120701,20120930
281,1,1,1,1,1,0,0,20120711,20120729
282,1,1,1,1,1,0,0,20120701,20120930
283,0,0,0,0,0,1,0,20120701,20120930
284,0,0,0,0,0,0,1,20120701,20120930
285,1,1,1,1,1,0,0,20120701,20120718
286,1,1,1,1,1,0,0,20120719,20120930
287,0,0,0,0,0,1,0,20120701,20120930
288,0,0,0,0,0,0,1,20120701,20120930
289,1,1,1,1,1,0,0,20120720,20120831
290,0,0,0,0,0,1,0,20120721,20120831
291,0,0,0,0,0,0,1,20120701,20120721
292,0,0,0,0,0,1,1,20120701,20120930
293,1,1,1,1,1,0,0,20120701,20120911
294,0,0,0,0,0,1,1,20120701,20120911
295,1,1,1,1,1,0,0,20120720,20120722
296,1,1,1,1,1,1,1,20120701,20120722
297,1,1,1,1,1,1,1,20120723,20120911
298,0,0,0,0,0,1,0,20120701,20120929
299,0,0,0,0,0,1,0,20120701,20120929
300,1,1,1,1,1,0,0,20120719,20120930
301,0,0,0,0,0,1,1,20120701,20120718
302,0,0,0,0,0,1,1,20120721,20120930
303,1,1,1,1,1,0,0,20120701,20120930
304,0,0,0,0,0,1,1,20120701,20120930
305,0,0,0,0,0,1,1,20120701,20120930
306,1,1,1,1,1,0,0,20120701,20120930
307,0,0,0,0,0,1,1,20120701,20120930
308,0,0,0,0,0,1,1,20120701,20120930
309,1,1,1,1,1,0,0,20120701,20120929
310,1,1,1,1,1,0,0,20120723,20120930
311,0,0,0,0,0,1,1,20120701,20120930
312,1,1,1,1,1,0,0,20120701,20120930
313,0,0,0,0,0,1,1,20120721,20120721
314,0,0,0,0,0,1,1,20120722,20120930
315,1,1,1,1,1,0,0,20120711,20120720
316,1,1,1,1,1,0,0,20120723,20120929
317,0,0,0,0,0,1,0,20120721,20120721
318,1,1,1,1,1,0,0,20120701,20120930
319,0,0,0,0,0,1,1,20120701,20120930
320,0,0,0,0,0,1,0,20120721,20120727
321,0,0,0,0,0,1,0,20120728,20120930
322,0,0,0,0,0,0,1,20120701,20120930
323,1,1,1,1,1,0,0,20120701,20120930
324,0,0,0,0,0,1,0,20120701,20120930
325,0,0,0,0,0,0,1,20120701,20120930
326,0,0,0,0,0,0,1,20120729,20120930
327,1,1,1,1,1,0,0,20120710,20120729
328,0,0,0,0,0,1,0,20120710,20120727
329,0,0,0,0,0,0,1,20120710,20120728
330,1,1,1,1,1,0,0,20120701,20120930
331,1,1,1,1,1,0,0,20120701,20120930
332,0,0,0,0,0,1,0,20120701,20120930
333,0,0,0,0,0,0,1,20120701,20120930
334,1,1,1,1,1,0,0,20120701,20120930
335,0,0,0,0,0,1,0,20120701,20120930
336,0,0,0,0,0,0,1,20120701,20120930
337,1,1,1,1,1,0,0,20120701,20120717
338,0,0,0,0,0,1,0,20120701,20120717
339,1,1,1,1,1,0,0,20120718,20120718
340,0,0,0,0,0,1,0,20120718,20120718
341,0,0,0,0,0,1,0,20120719,20120930
342,0,0,0,0,0,0,1,20120721,20120930
343,1,1,1,1,1,0,0,20120701,20120909
344,1,1,1,1,1,0,0,20120701,20120930
345,1,1,1,1,1,0,0,20120730,20120924
346,0,0,0,0,0,1,0,20120701,20120728
347,0,0,0,0,0,1,1,20120729,20120924
348,1,1,1,1,1,0,0,20120701,20120930
349,1,1,1,1,1,0,0,20120701,20120930
350,1,1,1,1,1,0,0,20120701,20120930
351,0,0,0,0,0,1,0,20120701,20120930
352,0,0,0,0,0,1,1,20120701,20120930
353,0,0,0,0,0,0,1,20120701,20120930
354,1,1,1,1,1,0,0,20120723,20120821
355,0,0,0,0,0,1,0,20120701,20120821
356,0,0,0,0,0,0,1,20120701,20120821
357,1,1,1,1,1,0,0,20120701,20120930
358,0,0,0,0,0,1,0,20120701,20120930
359,0,0,0,0,0,0,1,20120701,20120930
360,1,1,1,1,1,0,0,20120723,20120930
361,0,0,0,0,0,1,0,20120701,20120722
362,0,0,0,0,0,1,0,20120723,20120930
363,0,0,0,0,0,0,1,20120701,20120722
364,0,0,0,0,0,0,1,20120723,20120930
365,0,0,0,0,0,1,1,20120701,20120728
366,0,0,0,0,0,1,1,20120729,20120831
367,1,1,1,1,1,0,0,20120701,20120930
368,0,0,0,0,0,1,1,20120701,20120930
369,1,1,1,1,1,0,0,20120718,20120930
370,0,0,0,0,0,1,0,20120721,20120930
371,0,0,0,0,0,0,1,20120722,20120930
372,1,1,1,1,1,0,0,20120718,20120930
373,1,1,1,1,1,0,0,20120718,20120930
374,0,0,0,0,0,1,0,20120701,20120930
375,0,0,0,0,0,1,0,20120701,20120930
376,0,0,0,0,0,1,0,20120701,20120930
377,0,0,0,0,0,0,1,20120701,20120930
378,0,0,0,0,0,0,1,20120701,20120930
379,0,0,0,0,0,0,1,20120701,20120930
380,1,1,1,1,1,0,0,20120718,20120930
381,1,1,1,1,1,0,0,20120701,20120930
382,0,0,0,0,0,1,0,20120701,20120930
383,0,0,0,0,0,0,1,20120701,20120930
384,1,1,1,1,1,0,0,20120701,20120717
385,1,1,1,1,1,0,0,20120718,20120929
386,1,1,1,1,1,0,0,20120718,20120929
387,1,1,1,1,1,0,0,20120701,20120718
388,1,1,1,1,1,0,0,20120719,20120728
389,1,1,1,1,1,0,0,20120719,20120728
390,1,1,1,1,1,0,0,20120730,20120930
391,1,1,1,1,1,0,0,20120730,20120930
392,1,1,1,1,1,0,0,20120730,20120930
393,0,0,0,0,0,1,1,20120719,20120728
394,0,0,0,0,0,1,1,20120729,20120930
395,1,1,1,1,1,0,0,20120701,20120729
396,1,1,1,1,1,0,0,20120730,20120924
397,1,1,1,1,1,0,0,20120730,20120924
398,0,0,0,0,0,1,0,20120701,20120728
399,0,0,0,0,0,0,1,20120701,20120728
400,0,0,0,0,0,0,1,20120701,20120728
401,0,0,0,0,0,0,1,20120701,20120717
402,1,1,1,1,1,0,0,20120718,20120930
403,1,1,1,1,1,0,0,20120718,20120930
404,0,0,0,0,0,1,0,20120721,20120930
405,0,0,0,0,0,0,1,20120722,20120930
406,1,1,1,1,1,0,0,20120718,20120930
407,1,1,1,1,1,0,0,20120718,20120930
408,0,0,0,0,0,1,0,20120701,20120930
409,0,0,0,0,0,1,0,20120701,20120930
410,0,0,0,0,0,0,1,20120701,20120930
411,0,0,0,0,0,0,1,20120701,20120930
412,1,1,1,1,1,0,0,20120718,20120729
413,0,0,0,0,0,1,0,20120701,20120902
414,0,0,0,0,0,0,1,20120701,20120902
415,1,1,1,1,1,0,0,20120701,20120821
416,0,0,0,0,0,1,0,20120701,20120930
417,1,1,1,1,0,0,0,20120701,20120930
418,1,1,1,1,0,0,0,20120701,20120930
419,1,1,1,1,0,0,0,20120701,20120930
420,0,0,0,0,1,0,0,20120701,20120930
421,0,0,0,0,1,0,0,20120701,20120930
422,0,0,0,0,1,0,0,20120701,20120930
423,1,1,1,1,1,0,0,20120701,20120713
424,1,1,1,1,1,0,0,20120714,20120723
425,1,1,1,1,1,0,0,20120724,20120930
426,0,0,0,0,0,1,0,20120714,20120723
427,0,0,0,0,0,1,0,20120724,20120930
428,0,0,0,0,0,0,1,20120701,20120713
429,0,0,0,0,0,0,1,20120714,20120723
430,0,0,0,0,0,0,1,20120724,20120930
431,1,1,1,1,1,0,0,20120701,20120729
432,1,1,1,1,1,0,0,20120730,20120930
433,1,1,1,1,1,0,0,20120730,20120930
434,1,1,1,1,1,0,0,20120730,20120901
435,1,1,1,1,1,0,0,20120730,20120930
436,1,1,1,1,1,0,0,20120701,20120930
437,1,1,1,1,1,0,0,20120701,20120930
438,1,1,1,1,1,0,0,20120701,20120930
439,0,0,0,0,0,1,0,20120701,20120930
440,0,0,0,0,0,0,1,20120701,20120930
441,1,1,1,1,1,0,0,20120701,20120930
442,1,1,1,1,1,0,0,20120701,20120930
443,1,1,1,1,1,0,0,20120701,20120930
444,1,1,1,1,1,0,0,20120701,20120930
445,1,1,1,1,1,0,0,20120718,20120901
446,1,1,1,1,1,0,0,20120718,20120901
447,0,0,0,0,0,1,0,20120701,20120901
448,0,0,0,0,0,0,1,20120722,20120901
449,1,1,1,1,1,0,0,20120701,20120930
450,1,1,1,1,1,0,0,20120701,20120929
451,1,1,1,1,1,0,0,20120722,20120831
452,0,0,0,0,0,1,0,20120722,20120831
453,1,1,1,1,1,0,0,20120723,20120930
454,1,1,1,1,1,0,0,20120701,20120930
455,1,1,1,1,1,0,0,20120701,20120930
456,1,1,1,1,1,0,0,20120701,20120930
457,1,1,1,1,1,0,0,20120730,20120930
458,1,1,1,1,1,0,0,20120730,20120930
459,1,1,1,1,1,0,0,20120730,20120930
460,0,0,0,0,0,1,1,20120729,20120930
461,0,0,0,0,0,1,1,20120729,20120929
462,0,0,0,0,0,1,1,20120729,20120901
463,0,1,0,1,0,0,0,20120719,20120930
464,1,1,1,1,1,0,0,20120719,20120930
465,1,0,1,0,1,0,0,20120719,20120930
466,1,1,1,1,1,0,0,20120722,20120929
467,0,0,0,0,0,1,0,20120722,20120929
468,1,1,1,1,1,0,0,20120701,20120809
469,0,0,0,0,0,1,0,20120701,20120809
470,0,0,0,0,0,0,1,20120701,20120809
471,1,1,1,1,1,0,0,20120718,20120809
472,0,0,0,0,0,0,1,20120722,20120809
473,0,0,0,0,0,1,0,20120721,20120930
474,0,0,0,0,0,0,1,20120722,20120930
475,0,0,0,0,1,1,0,20120701,20120930
476,0,0,0,0,1,1,0,20120701,20120930
477,1,1,1,1,0,0,1,20120701,20120930
478,1,1,1,1,0,0,1,20120701,20120930
479,0,0,0,0,0,1,0,20120701,20120720
480,0,0,0,0,0,1,0,20120721,20120930
481,0,0,0,0,0,0,1,20120701,20120930
482,1,1,1,1,0,0,0,20120701,20120930
483,1,1,1,1,0,0,0,20120701,20120930
484,0,0,0,0,1,0,0,20120701,20120930
485,0,0,0,0,1,0,0,20120701,20120930
486,0,0,0,0,0,1,1,20120701,20120720
487,0,0,0,0,0,1,1,20120722,20120930
488,1,1,1,1,1,0,0,20120701,20120930
489,0,0,0,0,0,1,1,20120701,20120930
490,1,1,1,1,1,0,0,20120701,20120930
491,0,0,0,0,0,1,1,20120701,20120930
